 =============================================================================
 NUMERO DE PARTICULAS
         216
 CONCENTRACION REDUCIDA
  0.400000006    
 NUMERO DE CICLOS
      300000
 MONITOREO EN PANTALLA (CADA CAUNTOS CICLOS)
        1000
 NUMERO DE PASOS PARA GUARDAR CONFIGURACION
         100
 FRECUENCIA DE CORRECCION EN DESPLAZAMIENTO
         100
 =============================================================================
 LONGITUD DE LA CELDA:   8.14325333    
 CONFIGURACION INICIAL LISTA
 ENERGIA DE LA CONFIGURACION INICIAL:  -275.000000    
 Archivo Terma04.dat
 =============================================================================
 |CONFIG||ENERGIA PARTICULA||RATIO||DR|
        1000  -1.81944442      0.532592595      0.133340299    
        2000  -1.79629624      0.532407403      0.131681830    
        3000  -1.87037039      0.508148134      0.130043954    
        4000  -1.93055558      0.493935198      0.128426477    
        5000  -2.01851845      0.481759250      0.126829103    
        6000  -1.91203701      0.513611138      0.138435990    
        7000  -1.88425922      0.500231504      0.136714116    
        8000  -1.87500000      0.512824059      0.135013655    
        9000  -1.87500000      0.503564835      0.133334383    
       10000  -1.94444442      0.499814808      0.119135395    
       11000  -1.81018519      0.491203696      0.130038172    
       12000  -1.97222221      0.515277803      0.128420740    
       13000  -1.81944442      0.500925899      0.140173286    
       14000  -1.85648143      0.506712973      0.138429821    
       15000  -1.87500000      0.524675906      0.136708021    
       16000  -1.87962961      0.504537046      0.135007679    
       17000  -1.76388884      0.495648146      0.133328483    
       18000  -1.95833337      0.478518516      0.131670147    
       19000  -1.87500000      0.483148158      0.130032435    
       20000  -1.86574078      0.530972242      0.128415093    
       21000  -1.78703701      0.489537030      0.126817867    
       22000  -1.93055558      0.490555555      0.125240520    
       23000  -1.88425922      0.503564835      0.136702016    
       24000  -1.93518519      0.487824082      0.135001749    
       25000  -1.92129624      0.511527777      0.133322611    
       26000  -1.93518519      0.501388907      0.131664336    
       27000  -1.87500000      0.493379623      0.130026698    
       28000  -1.84722221      0.515787065      0.128409430    
       29000  -1.85648143      0.499444455      0.126812279    
       30000  -1.82870376      0.509398162      0.138417602    
       31000  -1.92129624      0.510787010      0.136695951    
       32000  -1.94444442      0.504675925      0.134995714    
       33000  -1.85185182      0.488935173      0.133316636    
       34000  -1.97685182      0.506157398      0.131658435    
       35000  -1.92129624      0.507222235      0.143707260    
       36000  -1.83796299      0.503009260      0.141919836    
       37000  -1.91203701      0.502685189      0.140154615    
       38000  -1.87037039      0.500694454      0.138411358    
       39000  -1.89351857      0.501250029      0.136689797    
       40000  -1.81481481      0.475324064      0.134989649    
       41000  -1.86574078      0.509675920      0.133310646    
       42000  -1.77777779      0.524583340      0.131652534    
       43000  -1.66666663      0.501388907      0.143700838    
       44000  -1.85185182      0.506111085      0.141913503    
       45000  -1.99537039      0.498287052      0.126800895    
       46000  -1.90277779      0.502870381      0.138405204    
       47000  -1.85648143      0.510092616      0.136683732    
       48000  -1.88425922      0.518287063      0.134983674    
