  0.100000001       1.76519752       2.38185692    
  0.200000003       1.96036196       2.70640874    
  0.300000012       2.16889572       3.14927745    
  0.400000006       2.39401865       3.65150023    
  0.500000000       2.64478064       4.26534367    
  0.600000024       2.90982747       5.06841564    
  0.699999988       3.17041135       6.06334734    
  0.800000012       3.41371512       7.31619883    
  0.900000036       3.61081600       8.98148251    
   1.00000000       3.72309542       11.1238461    
