   1.03978312      -3.76143575     -0.425410807    
  -4.00369930      -2.29287100     -0.396481037    
   1.48409724      -2.83752036       5.03895879E-02
   1.44525564       3.54409528      0.485700130    
  -1.73457360       4.06671619     -0.528530598    
  -3.62395120       2.29946065       2.44789267    
   3.41187048       4.20585060       3.08121395    
  -1.93758607      -3.88642359       2.62067366    
  -1.78143752      0.475156993     -0.143914133    
   3.29831529      -3.86424685      0.987220526    
   3.92049432     -0.946969986      -2.61411977    
  -3.05178833       1.78556323      -1.01776147    
  -2.60790706      -3.86065316     -0.479951054    
   1.84895909       1.96628726       2.59628248    
   1.99928081      -2.50811386       1.60856366    
  -3.47009063       1.00423622      -1.99350524    
   1.28883147      -2.09513831       2.61716580    
  0.356650889      0.158270746      0.523107529    
   2.12791038       3.27407813      -2.64763141    
  0.467782646      -2.63839746       3.64777088    
  -2.09712768      -1.47885525       2.04141641    
 -0.203249514      -2.51447678      0.676290810    
  -2.63529134       3.70531368     -0.916944504    
   4.07869530      -2.11979651      -2.36169958    
   2.77034307       6.23924136E-02   1.71997941    
  0.880756497      -1.25959837      -1.53461730    
  -2.15171719       1.46661448       3.76433802    
   1.49163187       4.17963791      -2.40397096    
   1.48758030       4.02817106       2.42352772    
   3.12580466       1.63881338       1.25892282    
  -6.45867586E-02  -2.25416279     -0.321646005    
 -0.655435920       2.32455969       2.66321158    
  0.318005681       1.21613252       2.88729882    
 -0.682165384      -1.16386878      -1.86219192    
  -2.97629595      -2.94062424      -3.63871604E-02
  -3.74544740       1.01732981      -3.38892412    
   1.14918947      -2.27941775     -0.842326760    
  0.191269279      -2.41267443      -3.73635817    
  -2.07119465       2.45572114       3.51628208    
  0.888479948       4.05002880       1.25006437    
  -1.81955302      -1.53078020      -1.48278511    
  -4.08782816      -2.65207314      -3.13717580    
  -3.53829861     -0.267537773     -0.215623856    
  0.648603678       3.20548153       3.99817419    
  -2.52083921      -3.85490012      -2.67959046    
   1.54614508      -3.27766943       1.14288998    
  0.422885537     -0.680524051     -0.457351118    
 -0.306184769      -3.59274673      -2.46830249    
  -3.23651624       1.13779128       1.64377129    
  -3.30744886      -1.00592268      0.834361255    
   3.54934311      0.162909880      -1.33065224    
   2.24299622      -1.96851528      -2.47648478    
  -4.14529800      -1.55933857       1.33248520    
   4.14184713       2.68778062      -3.84820056    
   3.37009454       4.03781080      -2.63105822    
  -2.53109169       3.78146648       4.25534725    
   3.88356280      -3.62138700      0.118679613    
  -3.41251564       2.21942329      0.990420580    
   2.28141999     -0.602288961      0.324996918    
  -1.57110643      0.943622351      -3.18212533    
  0.697563589      -2.19583988      -1.88747919    
  -2.01860952     -0.848205447       1.07173193    
  -3.94736934       3.10479879       3.23974633    
   3.86086059       3.56411505     -0.167764693    
  -1.93725824       1.71129251     -0.616621077    
  -4.46315147E-02  0.177938730      -3.22395778    
  -1.11642504       1.47034240       1.94109344    
  0.812505066       3.01384091      -1.39099073    
   2.61472106      -3.53730011       4.15560102    
   2.27590871      -3.05285358       3.06932473    
  0.836872935      -3.95449519       3.45438814    
  -4.14159298       1.56783807      -1.24644518    
  -1.15809357      -3.75343323       1.98155093    
  -1.30901217      0.717048645       3.24951959    
   2.82986927       2.18789172       3.62787580    
   1.82886839      -1.00357568      -2.17810726    
  0.809638143       2.72940278       5.43532819E-02
  -3.61135602       1.08192492       2.61800551    
 -0.954961598      -2.47331977       2.43272519    
  -1.79123962      -2.93892074      -2.80750823    
 -0.129563957       3.48977590      0.469077766    
 -0.967326105      -2.00285578      -3.34074879    
  0.845018387     -0.350436181      -4.06643438    
  -3.68724585       3.58239985      -2.87038875    
  -2.57855582       3.33755612      0.331260830    
  -3.07556081     -0.174867406       1.45075202    
   3.16649985       2.88109088       1.33835280    
   5.47029413E-02  -2.66554928       2.61706758    
   3.22870159       8.04791451E-02 -0.383933574    
   2.97616673       1.58710086      -1.91507387    
   2.66733837       3.92824745       2.42436075    
   1.52772987      0.232141882       9.01605189E-02
   4.13769960      -1.22416151      -3.50255817E-02
   3.48330402      -9.34296548E-02   2.48436475    
   2.72080159      -1.18313563      -1.57732093    
   3.51282954      -4.05646181      -1.01041627    
  -2.82897997      -1.09394348       3.20492458    
  0.127054006     -0.100491062       3.33917308    
   1.55319929      -2.88789916      -2.77568078    
  -2.51887989       4.11228275       1.21073461    
 -0.419400215      0.780796051      -2.20926926E-02
  -1.60187042       4.17460966      -4.10890198    
   1.90090907       1.31414902      -1.82264698    
  -1.09968781       2.70470381       1.39906359    
 -0.466965228      -1.27617359       2.93771791    
   3.66538262      -2.39405060      -1.12837315    
  -3.25237322      -1.47576904     -0.376723200    
   4.13307762      -3.55350733       1.47071862    
  -2.11156416      -2.68050027     -0.588886023    
   2.44104552       2.87961650      -8.37822258E-03
   3.19301939       3.32258916      -4.01120567    
   3.33354187       2.73286605      -2.89495063    
  -4.12783146      -2.88773680      -1.56828249    
  -2.37254810      0.414761782       3.38122511    
   2.57877326      -3.33559942       2.03681374    
   3.67542934      -1.26768887      -1.27257538    
  -4.13316393       1.79317355      -4.22960663    
   4.00300169      -1.08348346       3.62914491    
 -0.336248964       2.99365187      -2.22970200    
 -0.819055378      -2.16265750      -2.16803169    
  -2.69373941      -3.13144732      -3.77758765    
   3.75009203      0.605088234      -3.22327495    
   3.13552999      -3.01543260      -2.10310698    
   1.89711010      -3.14635611      -3.81717086    
  -3.58381033       3.08398390      -5.72615564E-02
   2.29158878       2.48665094      -1.79756200    
  -1.09914935      -3.20570445     -0.522568762    
  -3.05185270      -2.42498732       1.95518231    
   1.96723044      0.877189159       4.15809345    
   2.36052322      -2.20523119       3.93251896    
   2.69222808     -0.751707792      -2.96772742    
  -1.16033161      -4.67782021E-02  -3.82909369    
  -1.16869938     -0.800776243     -0.743290842    
  -2.29984474     -0.422608793      -4.26449347    
  -1.54051960       4.09082365      0.788323402    
 -0.890042901      -1.90532637      0.269716144    
  0.160347685       2.32449174       3.52317095    
   4.25027847       2.90743303       1.85277808    
   2.38513947      -1.57274365       2.48094773    
   2.66692686       3.59323597     -0.710763931    
  -2.38794351       3.89370084      -2.05259752    
  -2.05922842      0.846421361       1.48897064    
 -0.233667523       4.03917408      -3.10818076    
  -3.68472409     -0.527399242      -3.89668250    
 -0.640645087      -4.23861790       4.11398983    
   1.68599367       2.81756258       3.27989984    
  -4.01270580      -1.00138986       2.50120211    
  0.362243652      -3.45811510      0.851879299    
  -1.94991302      -2.81628631E-02   2.55764675    
   7.39204437E-02   1.04773283     -0.988372564    
   3.24766755      -2.14772129      -8.39630812E-02
  -2.77746320      0.292402625      -2.26497746    
   2.39115953      -3.56900549      0.177093402    
  -1.53107667       1.81130695      -1.77638137    
   1.93544698      -4.23272038     -0.488811702    
   1.94638538      -3.14694500      -1.76980007    
   2.16200542       1.90988386      0.582283735    
  -3.02732086      0.510491192      0.557883620    
   1.74462318     -0.382066816       2.36003637    
  -2.17769480      -1.57013226     -0.247715890    
  0.697276056       1.93241310      -1.95049584    
  -2.69338179       2.80148911      -2.12364125    
   1.72780204     -0.723239005      -1.14792299    
 -0.917588413      -3.34995699      0.731722951    
  -3.65795517      -4.13954639     -0.302595794    
  -3.75222802     -0.186682999      -2.37181997    
  -1.13821411     -0.862781703       1.75513208    
   2.90208960      0.704302430       3.41755319    
  -3.97626257      -3.70578122      -2.29830599    
  -2.13104510      -2.49121690       2.71251440    
  -3.09775424      -3.72706294       3.81596351    
   1.76372075       2.57654667       1.42040408    
   3.64447212       4.15091562      -3.63374376    
  -3.09579849      -3.54440784       2.82446027    
  -1.75633574      -1.40152454       3.32603669    
 -0.735267520       2.52047348     -0.954888284    
   2.43342781       1.97100055     -0.690201521    
  -2.96618938      -1.61072874       4.16309261    
   2.01538968      -7.75534958E-02  -4.01104641    
   1.26425970      -1.46796215      -3.03403878    
  -3.43993425       2.58407283       4.07053709    
   2.57407022      -3.79156184      -2.88268661    
   4.15919542      -3.67455840       3.13534808    
   2.70205927      -4.18798637      -1.93808615    
  0.650265098      -3.35036540      -4.17789936    
   1.21513057       1.64367807      0.362224102    
 -0.545019746       4.10484409     -0.568505466    
  -3.27741361     -0.732319772      -1.12299371    
   3.41053438      -3.06295371       3.39158320    
   4.22493029      -2.75615406      0.542589605    
 -0.815014422       2.55654168      -3.55764365    
 -0.822154462      0.546336174      0.944664419    
   2.60619283      -2.74841213      -1.07632935    
   2.29456019      0.322602570      -1.17508399    
  -3.91454268     -0.360938460       3.31817865    
  -2.53703928      -2.69686341       3.85090470    
  -1.77734661      -4.04070139      -1.49197733    
  -8.56004655E-02  -3.72838926       3.07958508    
   3.19807816     -0.149808288      0.691161215    
  -2.81190705       3.90629888       2.73441482    
 -0.221174970       1.27790952       1.49590278    
  0.418321729       4.16187286      -1.60637677    
 -0.247318476     -0.260711163       1.38213098    
  0.879048049      0.838215232       2.14496183    
   1.04398751       3.20930266      -2.74160314    
   1.32625115     -0.268894404       1.23836553    
   3.29676795     -0.597240269      -3.89195061    
 -0.811701775     -0.503177345       3.51348186    
 -0.368604839       4.20405626       1.54085624    
