           1  -9.99999978E-03
           2   9.99999978E-03
           3  -2.99999993E-02
           4   2.99999993E-02
           5  -4.99999970E-02
           6   4.99999970E-02
           7  -7.00000003E-02
           8   7.00000003E-02
           9  -8.99999961E-02
          10   8.99999961E-02
          11 -0.109999992    
          12  0.109999992    
          13 -0.129999995    
          14  0.129999995    
          15 -0.150000006    
          16  0.150000006    
          17 -0.170000002    
          18  0.170000002    
          19 -0.189999998    
          20  0.189999998    
          21 -0.209999993    
          22  0.209999993    
          23 -0.230000004    
          24  0.230000004    
          25 -0.250000000    
          26  0.250000000    
          27 -0.269999981    
          28  0.269999981    
          29 -0.289999992    
          30  0.289999992    
          31 -0.309999973    
          32  0.309999973    
          33 -0.329999983    
          34  0.329999983    
          35 -0.349999994    
          36  0.349999994    
          37 -0.369999975    
          38  0.369999975    
          39 -0.389999986    
          40  0.389999986    
          41 -0.409999967    
          42  0.409999967    
          43 -0.429999977    
          44  0.429999977    
          45 -0.449999988    
          46  0.449999988    
          47 -0.469999969    
          48  0.469999969    
          49 -0.489999980    
          50  0.489999980    
