   2.50000004E-02   0.00000000    
   7.50000030E-02   0.00000000    
  0.125000000       0.00000000    
  0.175000012       0.00000000    
  0.225000009       0.00000000    
  0.275000006       0.00000000    
  0.325000018       0.00000000    
  0.375000000       0.00000000    
  0.425000012       0.00000000    
  0.475000024       0.00000000    
  0.524999976       0.00000000    
  0.574999988       0.00000000    
  0.625000000       0.00000000    
  0.675000012       0.00000000    
  0.724999964       0.00000000    
  0.774999976       0.00000000    
  0.824999988       0.00000000    
  0.875000000       0.00000000    
  0.925000012       0.00000000    
  0.974999964       0.00000000    
   1.02499998       3.22959042    
   1.07500005       3.12391233    
   1.12500000       3.05837321    
   1.17499995       2.99130940    
   1.22500002       2.94018054    
   1.27499998      0.756108940    
   1.32500005      0.754366040    
   1.37500000      0.755891383    
   1.42499995      0.764518857    
   1.47500002      0.774780035    
   1.52499998      0.789708376    
   1.57500005      0.811650574    
   1.62500000      0.836393476    
   1.67499995      0.878909051    
   1.72500002      0.935634017    
   1.77499998       1.00634217    
   1.82500005       1.08337617    
   1.87500000       1.15045464    
   1.92499995       1.19604933    
   1.97500002       1.23038328    
   2.02500010       1.25350881    
   2.07500005       1.26163840    
   2.12500024       1.25106168    
   2.17500019       1.22263670    
   2.22500014       1.17098534    
   2.27500010       1.09087157    
   2.32500005       1.02626336    
   2.37500024      0.971549332    
   2.42500019      0.949103415    
   2.47500014      0.938189089    
   2.52500010      0.949958563    
   2.57500005      0.964062631    
   2.62500024      0.985937178    
   2.67500019       1.00230646    
   2.72500014       1.01859915    
   2.77500010       1.03643095    
   2.82500005       1.04927063    
   2.87500024       1.05586207    
   2.92500019       1.06134260    
   2.97500014       1.06049097    
   3.02500010       1.05449986    
   3.07500005       1.04219508    
   3.12500024       1.03252852    
   3.17500019       1.02249277    
   3.22500014       1.00888443    
   3.27500010       1.00158000    
   3.32500005      0.989248574    
   3.37500024      0.984038770    
   3.42500019      0.977814615    
   3.47500014      0.976703286    
   3.52500010      0.978307426    
   3.57500005      0.980729461    
   3.62500024      0.986957788    
   3.67500019      0.992025971    
   3.72500014      0.995025456    
   3.77500010      0.997044742    
   3.82500005      0.998427570    
   3.87500024      0.999130785    
   3.92500019      0.994859934    
   3.97500014      0.995140493    
   4.02500010      0.992508531    
